DefensiveID,Player ID,Player Name,Tackles,Sacks,Ints,TDs,TFLs,GamesPlayed
580,580,Robert Thomas,322,1,12,2,23,56
581,581,Anthony Johnson,0,0,0,0,0,152
582,582,Andrew Martinez,0,0,0,0,0,198
583,583,Justin Smith,0,0,0,0,0,143
584,584,Michael Jackson,0,0,0,0,0,130
585,585,William Garcia,830,18,22,4,48,109
586,586,Daniel Jackson,0,0,0,0,0,212
587,587,Jason Lopez,0,0,0,0,0,159
588,588,Anthony Garcia,100,13,10,0,8,66
589,589,John Hernandez,0,0,0,0,0,115
590,590,Kevin Smith,0,0,0,0,0,276
591,591,Ryan Miller,0,0,0,0,0,62
592,592,John Brown,0,0,0,0,0,12
593,593,David Moore,1554,45,12,11,121,203
594,594,Paul Wilson,81,7,17,2,4,80
595,595,Justin Jackson,1663,53,45,6,162,208
596,596,Robert Williams,0,0,0,0,0,201
597,597,Kevin Brown,0,0,0,0,0,115
598,598,Justin Taylor,414,1,39,2,56,112
599,599,Ryan Wilson,0,0,0,0,0,42
600,600,Ryan Hernandez,86,0,8,1,27,47
601,601,Paul Brown,776,20,36,10,36,170
602,602,Anthony Garcia,0,0,0,0,0,81
603,603,Jason Garcia,0,0,0,0,0,164
604,604,Anthony Martinez,69,26,2,1,8,31
605,605,Paul Smith,106,2,7,1,12,41
606,606,Chris Martinez,0,0,0,0,0,35
607,607,Eric Wilson,63,0,8,0,8,23
608,608,Paul Garcia,0,0,0,0,0,88
609,609,Joshua Moore,0,0,0,0,0,17
610,610,Justin Martin,0,0,0,0,0,23
611,611,Kevin Gonzalez,0,0,0,0,0,88
612,612,Paul Jones,93,28,0,0,32,62
613,613,Daniel Martinez,0,0,0,0,0,72
614,614,Paul Taylor,0,0,0,0,0,99
615,615,Michael Garcia,0,0,0,0,0,118
616,616,Michael Rodriguez,0,0,0,0,0,123
617,617,Kevin Martin,0,0,0,0,0,202
618,618,Andrew Smith,0,0,0,0,0,100
619,619,Joshua Brown,139,5,9,2,44,76
620,620,Daniel Thomas,817,14,29,3,128,177
621,621,John Wilson,220,31,3,2,62,54
622,622,Ryan Hernandez,0,0,0,0,0,169
623,623,Anthony Gonzalez,0,0,0,0,0,59
624,624,Paul Brown,532,11,35,6,30,165
625,625,Mark Hernandez,393,17,25,3,34,114
626,626,Robert Garcia,0,0,0,0,0,22
627,627,Justin Miller,573,124,2,0,59,163
628,628,Mark Miller,0,0,0,0,0,209
629,629,Andrew Miller,0,0,0,0,0,93
630,630,Robert Wilson,0,0,0,0,0,50
631,631,Ryan Taylor,1143,30,31,14,71,198
632,632,David Smith,426,8,40,2,16,108
633,633,Justin Jones,391,8,19,4,33,112
634,634,Brian Anderson,206,113,3,0,40,137
635,635,Andrew Jones,0,0,0,0,0,113
636,636,Justin Rodriguez,0,0,0,0,0,138
637,637,James Williams,0,0,0,0,0,143
638,638,Brandon Brown,551,56,3,1,168,172
639,639,James Rodriguez,0,0,0,0,0,151
640,640,Anthony Williams,1160,18,44,16,95,197
641,641,Robert Hernandez,0,0,0,0,0,224
642,642,Brandon Martin,0,0,0,0,0,127
643,643,William Martin,1291,38,29,11,125,204
644,644,Brandon Anderson,0,0,0,0,0,110
645,645,James Garcia,382,14,17,2,17,85
646,646,Mark Hernandez,299,6,33,1,16,137
647,647,Joshua Thomas,0,0,0,0,0,71
648,648,Brandon Davis,0,0,0,0,0,89
649,649,Robert Hernandez,0,0,0,0,0,15
650,650,Justin Miller,125,14,14,6,5,105
651,651,Joshua Martinez,230,26,0,1,76,66
652,652,Eric Johnson,322,81,3,1,116,87
653,653,Justin Thomas,0,0,0,0,0,170
654,654,James Rodriguez,0,0,0,0,0,30
655,655,Chris Davis,362,58,1,0,71,72
656,656,Andrew Thomas,348,5,16,0,14,133
657,657,Robert Williams,0,0,0,0,0,184
658,658,Mark Davis,665,15,16,1,90,134
659,659,Ryan Jones,292,8,7,1,19,37
660,660,Ryan Jackson,648,19,27,3,88,112
661,661,James Jones,1529,43,35,4,149,218
662,662,John Jones,650,22,22,2,43,135
663,663,James Thomas,0,0,0,0,0,184
664,664,James Gonzalez,0,0,0,0,0,160
665,665,Anthony Wilson,0,0,0,0,0,150
666,666,Eric Gonzalez,0,0,0,0,0,79
667,667,Andrew Garcia,0,0,0,0,0,142
668,668,Justin Jones,0,0,0,0,0,34
669,669,Kevin Smith,229,14,23,3,11,139
670,670,Brian Anderson,0,0,0,0,0,183
671,671,Paul Taylor,363,151,0,5,138,166
672,672,Ryan Martin,464,1,30,2,80,184
673,673,Kevin Davis,50,1,1,0,5,10
674,674,Paul Lopez,0,0,0,0,0,102
675,675,Andrew Hernandez,1016,2,44,5,67,152
676,676,Kevin Moore,0,0,0,0,0,159
677,677,Joshua Thomas,425,10,47,4,36,192
678,678,Brian Rodriguez,0,0,0,0,0,168
679,679,Brian Martinez,0,0,0,0,0,50
680,680,Kevin Moore,0,0,0,0,0,51
681,681,Brandon Garcia,0,0,0,0,0,218
682,682,Daniel Williams,538,27,3,1,200,99
683,683,Brian Thomas,328,14,32,0,86,147
684,684,Eric Lopez,529,15,39,1,25,153
685,685,Andrew Hernandez,0,0,0,0,0,35
686,686,Paul Brown,347,2,36,1,11,91
687,687,Daniel Thomas,422,43,52,2,38,215
688,688,John Davis,715,16,25,14,67,220
689,689,David Smith,35,0,1,0,4,8
690,690,Kevin Lopez,0,0,0,0,0,92
691,691,James Miller,0,0,0,0,0,195
692,692,Kevin Thomas,0,0,0,0,0,22
693,693,Paul Jones,865,18,32,2,40,193
694,694,Jason Thomas,0,0,0,0,0,198
695,695,Joshua Martinez,0,0,0,0,0,176
696,696,Brian Wilson,0,0,0,0,0,70
697,697,Michael Jackson,960,13,15,7,188,149
698,698,Brian Jackson,0,0,0,0,0,207
699,699,David Wilson,931,17,32,9,63,169
700,700,Ryan Williams,0,0,0,0,0,168
701,701,James Gonzalez,0,0,0,0,0,188
702,702,Paul Taylor,853,23,13,6,135,135
703,703,James Martinez,0,0,0,0,0,116
704,704,Brandon Rodriguez,269,0,14,1,8,69
705,705,Joshua Thomas,0,0,0,0,0,225
706,706,Robert Jones,0,0,0,0,0,155
707,707,William Jones,362,18,20,4,26,111
708,708,Brian Hernandez,0,0,0,0,0,91
709,709,Andrew Martin,0,0,0,0,0,171
710,710,Brandon Thomas,0,0,0,0,0,204
711,711,Eric Thomas,0,0,0,0,0,61
712,712,Michael Smith,942,26,28,6,133,142
713,713,Ryan Lopez,0,0,0,0,0,119
714,714,Mark Brown,582,16,17,2,25,116
715,715,Justin Martinez,0,0,0,0,0,155
716,716,Anthony Williams,0,0,0,0,0,72
717,717,Brian Thomas,0,0,0,0,0,22
718,718,Daniel Miller,0,0,0,0,0,113
719,719,John Williams,0,0,0,0,0,214
720,720,Kevin Smith,388,39,0,3,113,100
721,721,Kevin Lopez,401,17,66,2,96,199
722,722,Justin Anderson,0,0,0,0,0,177
723,723,Robert Johnson,0,0,0,0,0,19
724,724,Eric Hernandez,0,0,0,0,0,99
725,725,Michael Jackson,0,0,0,0,0,151
726,726,Michael Taylor,401,6,13,4,17,69
727,727,James Moore,326,1,18,0,43,74
728,728,Brian Garcia,0,0,0,0,0,76
729,729,Anthony Moore,0,0,0,0,0,92
730,730,Brandon Lopez,600,17,39,13,37,210
731,731,David Brown,0,0,0,0,0,51
732,732,Jason Brown,0,0,0,0,0,157
733,733,Robert Gonzalez,1112,27,27,5,166,137
734,734,Ryan Taylor,161,2,3,0,16,26
735,735,Ryan Johnson,0,0,0,0,0,253
736,736,Ryan Brown,0,0,0,0,0,157
737,737,Chris Jones,259,174,2,1,39,194
738,738,Joshua Thomas,0,0,0,0,0,60
739,739,Andrew Hernandez,0,0,0,0,0,51
740,740,John Jones,0,0,0,0,0,127
741,741,John Johnson,0,0,0,0,0,187
742,742,Jason Lopez,0,0,0,0,0,89
743,743,James Jackson,0,0,0,0,0,137
744,744,Ryan Hernandez,0,0,0,0,0,22
745,745,James Brown,0,0,0,0,0,53
746,746,Paul Moore,629,16,52,8,104,214
747,747,Michael Garcia,0,0,0,0,0,219
748,748,Robert Miller,0,0,0,0,0,178
749,749,Kevin Martin,0,0,0,0,0,84
750,750,David Johnson,0,0,0,0,0,28
751,751,Kevin Anderson,0,0,0,0,0,197
752,752,Jason Gonzalez,0,0,0,0,0,167
753,753,Anthony Hernandez,0,0,0,0,0,97
754,754,Brandon Brown,264,21,18,5,16,112
755,755,Andrew Wilson,0,0,0,0,0,77
756,756,Anthony Martin,507,4,25,2,19,91
757,757,Brandon Jackson,0,0,0,0,0,180
758,758,David Davis,0,0,0,0,0,147
759,759,Andrew Davis,0,0,0,0,0,150
760,760,Andrew Rodriguez,544,1,13,2,25,122
761,761,John Davis,340,12,13,3,17,82
762,762,Joshua Smith,193,3,23,1,11,94
763,763,Paul Brown,364,10,13,6,32,136
764,764,James Rodriguez,0,0,0,0,0,122
765,765,Ryan Martin,0,0,0,0,0,68
766,766,Brian Williams,1245,35,31,3,188,214
767,767,Eric Garcia,0,0,0,0,0,207
768,768,William Anderson,0,0,0,0,0,160
769,769,Anthony Moore,0,0,0,0,0,106
770,770,Justin Miller,0,0,0,0,0,216
771,771,David Brown,0,0,0,0,0,13
772,772,Paul Garcia,0,0,0,0,0,122
773,773,Michael Lopez,0,0,0,0,0,82
774,774,Brandon Garcia,934,13,44,0,70,182
775,775,Mark Anderson,219,89,1,4,64,148
776,776,James Thomas,418,17,13,4,27,108
777,777,Robert Martin,22,1,3,0,8,12
778,778,Paul Brown,0,0,0,0,0,203
779,779,Andrew Jones,0,0,0,0,0,56
780,780,Robert Anderson,0,0,0,0,0,140
781,781,Michael Lopez,0,0,0,0,0,50
782,782,Kevin Gonzalez,760,15,21,6,107,120
783,783,Robert Miller,708,26,16,2,41,152
784,784,Justin Wilson,0,0,0,0,0,219
785,785,Anthony Smith,0,0,0,0,0,172
786,786,John Johnson,230,6,7,3,8,46
787,787,Paul Thomas,0,0,0,0,0,174
788,788,Brandon Wilson,0,0,0,0,0,112
789,789,Daniel Brown,1423,22,31,3,284,192
790,790,Anthony Hernandez,220,4,20,0,17,94
791,791,Andrew Smith,0,0,0,0,0,124
792,792,Kevin Jackson,0,0,0,0,0,56
793,793,Joshua Johnson,543,14,20,4,25,97
794,794,Michael Hernandez,427,113,3,1,54,127
795,795,Mark Hernandez,738,9,26,5,24,147
796,796,Eric Jones,0,0,0,0,0,16
797,797,Michael Thomas,0,0,0,0,0,197
798,798,Michael Jackson,0,0,0,0,0,133
799,799,Ryan Hernandez,0,0,0,0,0,63
800,800,Mark Smith,0,0,0,0,0,32
801,801,Justin Hernandez,0,0,0,0,0,19
802,802,William Davis,0,0,0,0,0,126
803,803,Chris Wilson,0,0,0,0,0,16
804,804,Chris Brown,1099,23,22,5,211,200
805,805,Brandon Wilson,245,28,3,1,59,53
806,806,Jason Thomas,0,0,0,0,0,18
807,807,Michael Rodriguez,0,0,0,0,0,208
808,808,Brian Williams,0,0,0,0,0,133
809,809,Paul Wilson,0,0,0,0,0,186
810,810,Robert Taylor,0,0,0,0,0,74
811,811,Chris Anderson,0,0,0,0,0,181
812,812,John Garcia,254,36,36,10,16,197
813,813,Andrew Garcia,0,0,0,0,0,9
814,814,William Jackson,0,0,0,0,0,225
815,815,Justin Rodriguez,0,0,0,0,0,21
816,816,Paul Davis,0,0,0,0,0,175
817,817,Michael Moore,0,0,0,0,0,209
818,818,John Wilson,0,0,0,0,0,201
819,819,Brian Johnson,0,0,0,0,0,202
820,820,Robert Martinez,0,0,0,0,0,155
821,821,William Williams,0,0,0,0,0,284
822,822,Robert Brown,136,10,13,1,9,62
823,823,Daniel Rodriguez,0,0,0,0,0,190
824,824,Eric Jones,97,1,9,0,6,24
825,825,Brandon Hernandez,0,0,0,0,0,196
826,826,Daniel Wilson,0,0,0,0,0,47
827,827,Kevin Garcia,0,0,0,0,0,198
828,828,Chris Garcia,0,0,0,0,0,26
829,829,William Taylor,0,0,0,0,0,37
830,830,Mark Lopez,0,0,0,0,0,68
831,831,Mark Moore,107,66,1,0,24,67
832,832,Eric Williams,582,7,14,2,18,115
833,833,James Johnson,0,0,0,0,0,46
834,834,Justin Jones,0,0,0,0,0,150
835,835,David Wilson,0,0,0,0,0,175
836,836,Robert Moore,0,0,0,0,0,61
837,837,David Miller,0,0,0,0,0,132
838,838,Chris Thomas,410,11,21,3,80,171
839,839,Jason Wilson,0,0,0,0,0,44
840,840,James Thomas,645,79,2,2,174,173
841,841,Andrew Taylor,0,0,0,0,0,65
842,842,Eric Hernandez,38,0,3,0,6,15
843,843,Joshua Taylor,0,0,0,0,0,95
844,844,Joshua Jackson,42,0,2,0,6,9
845,845,Brandon Miller,0,0,0,0,0,113
846,846,John Lopez,825,152,1,4,83,162
847,847,William Brown,551,92,0,4,73,123
848,848,Chris Garcia,1039,15,41,6,99,173
849,849,David Williams,0,0,0,0,0,124
850,850,Kevin Hernandez,707,10,15,4,61,94
851,851,Michael Jones,106,1,25,2,19,63
852,852,Brian Davis,0,0,0,0,0,75
853,853,Kevin Davis,819,15,59,1,27,171
854,854,Kevin Taylor,0,0,0,0,0,77
855,855,Michael Smith,0,0,0,0,0,141
856,856,John Brown,0,0,0,0,0,212
857,857,Daniel Hernandez,0,0,0,0,0,165
858,858,Eric Davis,0,0,0,0,0,188
859,859,Daniel Taylor,597,19,14,6,59,102
860,860,Brian Williams,318,7,7,4,23,55
861,861,Jason Taylor,104,2,8,2,20,34
862,862,Justin Martin,0,0,0,0,0,218
863,863,Justin Taylor,0,0,0,0,0,202
864,864,Mark Hernandez,315,17,22,1,15,170
865,865,Daniel Johnson,0,0,0,0,0,94
866,866,Anthony Williams,0,0,0,0,0,24
867,867,Daniel Hernandez,0,0,0,0,0,105
868,868,David Jackson,0,0,0,0,0,223
869,869,Michael Rodriguez,0,0,0,0,0,253
870,870,Ryan Johnson,0,0,0,0,0,107
871,871,Anthony Jones,106,47,2,2,38,63
872,872,Kevin Miller,88,4,4,0,8,31
873,873,Eric Davis,335,23,27,10,26,140
874,874,Brandon Jackson,0,0,0,0,0,147
875,875,John Hernandez,0,0,0,0,0,60
876,876,Ryan Martinez,0,0,0,0,0,47
877,877,James Anderson,34,1,2,0,3,12
878,878,Robert Smith,0,0,0,0,0,210
879,879,Eric Williams,0,0,0,0,0,209
880,880,Eric Miller,789,33,45,6,72,186
881,881,Mark Martinez,0,0,0,0,0,126
882,882,William Miller,0,0,0,0,0,53
883,883,Anthony Gonzalez,0,0,0,0,0,206
884,884,Eric Lopez,813,22,39,13,63,180
885,885,Robert Rodriguez,0,0,0,0,0,72
886,886,John Martin,0,0,0,0,0,279
887,887,Brandon Jackson,0,0,0,0,0,154
888,888,John Davis,591,15,10,3,43,85
889,889,Mark Wilson,0,0,0,0,0,114
890,890,Ryan Martin,0,0,0,0,0,41
891,891,John Gonzalez,0,0,0,0,0,31
892,892,Jason Thomas,0,0,0,0,0,241
893,893,Michael Miller,224,0,11,0,18,40
894,894,Ryan Anderson,0,0,0,0,0,51
895,895,Robert Smith,0,0,0,0,0,29
896,896,James Wilson,0,0,0,0,0,147
897,897,Joshua Rodriguez,0,0,0,0,0,123
898,898,Jason Wilson,244,9,5,2,24,45
899,899,Brian Taylor,0,0,0,0,0,11
900,900,Paul Moore,0,0,0,0,0,121
901,901,Daniel Miller,0,0,0,0,0,93
902,902,Mark Hernandez,0,0,0,0,0,51
903,903,Brian Garcia,0,0,0,0,0,177
904,904,Kevin Davis,397,29,30,10,22,152
905,905,Justin Williams,846,3,24,0,21,126
906,906,Mark Davis,899,6,52,5,31,175
907,907,Joshua Smith,0,0,0,0,0,178
908,908,Andrew Williams,0,0,0,0,0,97
909,909,Robert Anderson,0,0,0,0,0,223
910,910,Eric Anderson,1260,9,39,4,113,194
911,911,Joshua Garcia,0,0,0,0,0,129
912,912,Justin Hernandez,0,0,0,0,0,205
913,913,Brandon Wilson,0,0,0,0,0,166
914,914,Anthony Jackson,423,0,23,2,33,198
915,915,Michael Jones,519,1,26,1,28,78
916,916,Chris Gonzalez,0,0,0,0,0,170
917,917,Robert Brown,0,0,0,0,0,184
918,918,Eric Brown,0,0,0,0,0,20
919,919,Daniel Garcia,194,33,29,15,10,188
920,920,Ryan Moore,0,0,0,0,0,126
921,921,Kevin Jackson,0,0,0,0,0,37
922,922,Kevin Johnson,0,0,0,0,0,82
923,923,David Garcia,0,0,0,0,0,214
924,924,Daniel Martin,0,0,0,0,0,51
925,925,John Jackson,0,0,0,0,0,61
926,926,Kevin Jackson,0,0,0,0,0,75
927,927,Ryan Gonzalez,0,0,0,0,0,78
928,928,James Martinez,647,96,2,1,96,140
929,929,Eric Martinez,0,0,0,0,0,49
930,930,Anthony Williams,0,0,0,0,0,35
931,931,Brian Taylor,0,0,0,0,0,215
932,932,Chris Jones,0,0,0,0,0,135
933,933,Chris Taylor,0,0,0,0,0,140
934,934,Brian Hernandez,248,5,8,0,31,43
935,935,Justin Williams,0,0,0,0,0,16
936,936,Paul Williams,989,16,47,4,67,174
937,937,Robert Gonzalez,0,0,0,0,0,179
938,938,Chris Jackson,0,0,0,0,0,83
939,939,Daniel Anderson,0,0,0,0,0,234
940,940,Eric Johnson,992,15,67,0,70,177
941,941,Joshua Anderson,25,1,3,0,2,14
942,942,William Smith,0,0,0,0,0,96
943,943,Jason Taylor,0,0,0,0,0,17
944,944,Eric Thomas,0,0,0,0,0,72
945,945,Chris Lopez,0,0,0,0,0,48
946,946,Brian Jackson,1411,29,36,4,218,214
947,947,Chris Taylor,0,0,0,0,0,195
948,948,William Davis,0,0,0,0,0,108
949,949,Eric Smith,0,0,0,0,0,146
950,950,Kevin Jones,343,70,2,3,51,80
951,951,Michael Rodriguez,562,23,14,1,53,116
952,952,James Brown,445,14,13,5,43,130
953,953,Jason Johnson,0,0,0,0,0,257
954,954,William Smith,92,30,2,1,26,34
955,955,Daniel Garcia,1688,44,50,9,263,201
956,956,Joshua Lopez,0,0,0,0,0,155
957,957,Ryan Garcia,0,0,0,0,0,8
958,958,Paul Gonzalez,0,0,0,0,0,16
959,959,Anthony Garcia,0,0,0,0,0,214
960,960,Robert Jackson,0,0,0,0,0,55
961,961,Kevin Moore,0,0,0,0,0,213
962,962,Brandon Rodriguez,94,15,3,1,31,47
963,963,Paul Davis,0,0,0,0,0,158
964,964,Andrew Garcia,0,0,0,0,0,131
965,965,Brian Smith,0,0,0,0,0,167
966,966,Eric Williams,0,0,0,0,0,37
967,967,Chris Johnson,1370,26,10,5,161,157
968,968,Chris Wilson,0,0,0,0,0,81
969,969,Chris Johnson,0,0,0,0,0,179
970,970,Jason Wilson,0,0,0,0,0,115
971,971,Brian Garcia,0,0,0,0,0,39
972,972,John Gonzalez,0,0,0,0,0,91
973,973,Justin Jones,357,5,8,1,54,65
974,974,James Brown,49,6,0,0,19,14
975,975,Andrew Davis,0,0,0,0,0,78
976,976,Jason Thomas,0,0,0,0,0,224
977,977,Eric Rodriguez,0,0,0,0,0,144
978,978,Andrew Martin,0,0,0,0,0,295
979,979,Eric Lopez,0,0,0,0,0,169
980,980,Eric Martinez,0,0,0,0,0,65
981,981,Justin Wilson,0,0,0,0,0,34
982,982,Daniel Hernandez,473,56,3,1,70,94
983,983,Paul Williams,0,0,0,0,0,132
984,984,Brian Martinez,0,0,0,0,0,109
985,985,Ryan Lopez,1036,110,2,5,133,183
986,986,Brian Johnson,86,2,4,0,12,19
987,987,Brian Martin,0,0,0,0,0,137
988,988,Kevin Moore,160,3,15,0,37,58
989,989,Andrew Davis,12,1,1,0,1,7
990,990,Paul Jackson,0,0,0,0,0,141
991,991,Anthony Williams,210,9,31,8,11,131
992,992,Ryan Miller,0,0,0,0,0,187
993,993,Jason Garcia,1221,34,13,3,94,200
994,994,Brandon Jones,484,113,1,3,70,145
995,995,Anthony Garcia,0,0,0,0,0,196
996,996,Brian Anderson,0,0,0,0,0,20
997,997,Paul Taylor,212,9,23,3,16,131
998,998,Brandon Wilson,0,0,0,0,0,98
999,999,James Brown,175,2,24,4,54,118
1000,1000,Kevin Williams,0,0,0,0,0,162
1001,1001,William Garcia,630,105,2,2,234,132
1002,1002,Jason Moore,321,28,29,5,32,143
1003,1003,Daniel Martin,403,8,7,2,23,74
1004,1004,Michael Jackson,0,0,0,0,0,174
1005,1005,Mark Garcia,14,1,1,0,1,7
1006,1006,Ryan Moore,0,0,0,0,0,151
1007,1007,Justin Miller,57,0,5,0,4,14
1008,1008,Brandon Moore,0,0,0,0,0,27
1009,1009,William Thomas,629,14,42,7,48,190
1010,1010,Chris Martinez,1068,3,65,6,70,173
1011,1011,Joshua Thomas,0,0,0,0,0,57
1012,1012,Jason Thomas,1404,19,16,12,177,213
1013,1013,Kevin Wilson,0,0,0,0,0,54
1014,1014,Paul Anderson,1183,36,42,7,191,194
1015,1015,Andrew Garcia,0,0,0,0,0,61
1016,1016,John Johnson,0,0,0,0,0,294
1017,1017,Andrew Taylor,0,0,0,0,0,148
1018,1018,John Taylor,0,0,0,0,0,266
1019,1019,Chris Gonzalez,0,0,0,0,0,188
1020,1020,Mark Wilson,1174,30,42,11,110,184
1021,1021,Mark Martinez,0,0,0,0,0,135
1022,1022,Michael Taylor,0,0,0,0,0,172
1023,1023,James Brown,231,11,25,2,15,113
1024,1024,Mark Taylor,0,0,0,0,0,119
1025,1025,Michael Garcia,198,0,36,1,13,112
1026,1026,Ryan Moore,1080,23,24,9,45,200
1027,1027,Eric Johnson,629,119,0,2,78,132
1028,1028,James Brown,0,0,0,0,0,10
1029,1029,Chris Wilson,474,21,13,4,21,129
1030,1030,Brandon Williams,819,27,12,9,68,170
1031,1031,William Martin,0,0,0,0,0,161
1032,1032,Brandon Anderson,88,5,10,4,7,60
1033,1033,Paul Jackson,0,0,0,0,0,133
1034,1034,William Hernandez,0,0,0,0,0,64
1035,1035,Kevin Miller,577,9,11,2,85,73
1036,1036,Robert Gonzalez,1110,163,1,1,191,197
1037,1037,Paul Williams,0,0,0,0,0,109
1038,1038,Brandon Anderson,0,0,0,0,0,125
1039,1039,David Martinez,145,4,7,2,12,28
1040,1040,Joshua Anderson,148,4,6,1,14,41
1041,1041,Brandon Smith,173,4,12,5,15,60
1042,1042,Anthony Davis,546,30,26,8,45,188
1043,1043,David Hernandez,582,17,42,11,50,191
1044,1044,William Moore,0,0,0,0,0,203
1045,1045,Paul Gonzalez,181,4,6,2,34,41
1046,1046,Robert Hernandez,64,3,4,0,4,16
1047,1047,Kevin Rodriguez,0,0,0,0,0,121
1048,1048,Anthony Davis,28,0,6,0,9,25
1049,1049,Mark Johnson,719,8,14,4,63,103
1050,1050,Ryan Anderson,0,0,0,0,0,218
1051,1051,Chris Wilson,0,0,0,0,0,196
1052,1052,James Williams,133,47,1,1,32,61
1053,1053,Daniel Davis,0,0,0,0,0,199
1054,1054,David Smith,89,2,17,1,27,44
1055,1055,Paul Anderson,0,0,0,0,0,121
1056,1056,James Hernandez,0,0,0,0,0,41
1057,1057,Joshua Smith,770,12,36,2,62,148
1058,1058,John Moore,689,2,25,1,31,132
1059,1059,John Garcia,0,0,0,0,0,199
1060,1060,Daniel Jackson,336,17,19,1,27,102
1061,1061,David Anderson,0,0,0,0,0,206
1062,1062,Mark Johnson,0,0,0,0,0,37
1063,1063,Brian Miller,0,0,0,0,0,220
1064,1064,Justin Taylor,0,0,0,0,0,216
1065,1065,Chris Thomas,0,0,0,0,0,165
1066,1066,Justin Moore,0,0,0,0,0,82
1067,1067,David Davis,776,26,23,16,32,216
1068,1068,Brian Wilson,192,6,12,1,16,48
1069,1069,James Rodriguez,908,4,21,5,35,133
1070,1070,Ryan Johnson,0,0,0,0,0,41
1071,1071,Paul Moore,186,25,0,2,53,53
1072,1072,Michael Wilson,0,0,0,0,0,132
1073,1073,Jason Johnson,0,0,0,0,0,130
1074,1074,Brandon Brown,1563,25,44,12,287,212
1075,1075,Mark Williams,0,0,0,0,0,41
1076,1076,Mark Martin,0,0,0,0,0,215
1077,1077,John Moore,0,0,0,0,0,204
1078,1078,Andrew Johnson,192,10,11,1,16,95
1079,1079,Paul Hernandez,0,0,0,0,0,101
1080,1080,Jason Garcia,0,0,0,0,0,55
1081,1081,Jason Moore,0,0,0,0,0,195
1082,1082,David Brown,0,0,0,0,0,33
1083,1083,Jason Miller,0,0,0,0,0,127
1084,1084,James Smith,0,0,0,0,0,202
1085,1085,Joshua Martinez,461,155,1,6,76,196
1086,1086,Kevin Jackson,325,1,14,2,10,59
1087,1087,Mark Miller,0,0,0,0,0,99
1088,1088,Brian Smith,0,0,0,0,0,222
1089,1089,Anthony Martin,1339,29,27,7,171,154
1090,1090,Anthony Garcia,95,12,1,0,38,18
1091,1091,Chris Gonzalez,0,0,0,0,0,181
1092,1092,Robert Brown,518,12,21,3,73,101
1093,1093,John Rodriguez,0,0,0,0,0,141
1094,1094,David Thomas,0,0,0,0,0,50
1095,1095,Mark Gonzalez,457,8,22,1,69,95
1096,1096,William Lopez,328,8,4,0,60,50
1097,1097,Anthony Anderson,978,4,30,0,53,165
1098,1098,William Gonzalez,740,18,27,6,103,139
1099,1099,Mark Moore,1724,26,26,1,341,204
1100,1100,Daniel Garcia,0,0,0,0,0,92
1101,1101,Michael Gonzalez,0,0,0,0,0,216
1102,1102,William Johnson,0,0,0,0,0,110
1103,1103,Brian Jackson,508,7,13,1,96,66
1104,1104,Ryan Martin,106,8,10,3,7,45
1105,1105,Chris Smith,0,0,0,0,0,158
1106,1106,Eric Miller,0,0,0,0,0,177
1107,1107,Robert Jackson,0,0,0,0,0,73
1108,1108,Brian Moore,0,0,0,0,0,98
1109,1109,Eric Garcia,0,0,0,0,0,13
1110,1110,William Smith,0,0,0,0,0,88
1111,1111,Ryan Garcia,0,0,0,0,0,39
1112,1112,Daniel Williams,0,0,0,0,0,93
1113,1113,Michael Jones,0,0,0,0,0,146
1114,1114,James Jones,0,0,0,0,0,83
1115,1115,David Davis,0,0,0,0,0,20
1116,1116,Robert Gonzalez,962,19,20,2,101,112
1117,1117,Chris Johnson,0,0,0,0,0,201
1118,1118,Jason Davis,92,0,4,0,12,20
1119,1119,Ryan Jackson,0,0,0,0,0,13
1120,1120,John Moore,763,13,49,3,28,142
1121,1121,Ryan Miller,0,0,0,0,0,29
1122,1122,Joshua Taylor,0,0,0,0,0,127
1123,1123,Kevin Jones,0,0,0,0,0,52
1124,1124,James Brown,0,0,0,0,0,212
1125,1125,Ryan Jones,0,0,0,0,0,213
1126,1126,Anthony Davis,0,0,0,0,0,187
1127,1127,Paul Lopez,0,0,0,0,0,32
1128,1128,Kevin Wilson,0,0,0,0,0,186
1129,1129,William Gonzalez,0,0,0,0,0,180
1130,1130,Kevin Anderson,63,2,6,0,7,26
1131,1131,Justin Martinez,0,0,0,0,0,224
1132,1132,Paul Johnson,0,0,0,0,0,207
1133,1133,Eric Gonzalez,0,0,0,0,0,63
1134,1134,Paul Wilson,0,0,0,0,0,23
1135,1135,Eric Garcia,0,0,0,0,0,207
1136,1136,John Martinez,0,0,0,0,0,119
1137,1137,Brandon Rodriguez,1067,22,26,2,191,138
1138,1138,Joshua Lopez,623,74,1,5,175,184
1139,1139,Robert Moore,0,0,0,0,0,268
1140,1140,Mark Martin,670,29,1,5,147,131
1141,1141,Robert Garcia,0,0,0,0,0,86
1142,1142,Andrew Wilson,0,0,0,0,0,112
1143,1143,Andrew Jackson,0,0,0,0,0,21
1144,1144,Jason Gonzalez,0,0,0,0,0,23
1145,1145,Chris Anderson,164,11,14,0,13,121
1146,1146,David Anderson,0,0,0,0,0,32
1147,1147,Paul Gonzalez,0,0,0,0,0,123
1148,1148,David Smith,0,0,0,0,0,192
1149,1149,Eric Brown,249,8,6,0,38,28
1150,1150,Jason Wilson,0,0,0,0,0,52
